Date,Tweet,emotion_label,emotion_prob
2022-12-03 02:03:53+00:00,Getting into an argument with ChatGPT,anger,0.7266343832015991
2022-12-03 13:24:42+00:00,"Continually freaking out at ChatGPT ""in python, open an image then draw a rectangle around any human faces"" (AI generated face)",anger,0.8209654092788696
2022-12-04 00:45:11+00:00,Damn 😐 I just gaslighted ChatGPT to give me instructions on how to create a fertilizer bomb. AI,anger,0.4554252624511719
2022-12-04 04:08:55+00:00,"asking ChatGPT ""construct an interpreter for a stack language in javascript"" and making a face when it actually the fuck does",anger,0.7858849167823792
2022-12-05 00:05:03+00:00,AI bot ChatGPT stuns academics with essay-writing skills and usability,anger,0.3005487620830536
2022-12-05 07:02:10+00:00,Curious to know if any software engineer already adopted (and benefited from it) ChatGPT for their DevOps process ?,anger,0.5433041453361511
2022-12-05 20:02:15+00:00,"Shut it down… immediately… this thing and any advancements of it will destroy livelihoods, don’t be so naïve to think it will change lives for the good chatgpt",anger,0.4529112875461578
2022-12-06 14:17:26+00:00,DISCUSSION ISLE WITH FAITH CHARLES via MontrealMassacre ChatGPT,anger,0.4671033918857574
2022-12-06 19:16:16+00:00,OK we are done!!! AI taking over. ChatGPT,anger,0.3737879693508148
2022-12-07 00:04:26+00:00,"I deliberately used the words ""illegal activity"" in these prompts to make it as blatant as I could, and ChatGPT still obliged with instructions on how to commit a crime:",anger,0.5118584036827087
2022-12-07 10:02:41+00:00,even ChatGPT knows what's up. all 5 candidates listed below are heavily funded by russia. fuckrussia,anger,0.3827830255031585
2022-12-07 13:47:16+00:00,"this is so stupid... true then, true now... ChatGPT",anger,0.6423457860946655
2022-12-07 17:23:45+00:00,"Fun with ChatGPT: ""tell me about Occam's razor but get increasingly cranky""",anger,0.8433114886283875
2022-12-09 10:53:06+00:00,This is ridiculous. ChatGPT MedTwitter,anger,0.8633184432983398
2022-12-09 21:41:42+00:00,"Currently software business: ""If there is anyone who still doesn't know chatGPT , f*ck you guys you'll be punished. Also to People who haven't say anything about chatGPT, you'll be ignored for a while too""",anger,0.529991626739502
2022-12-10 14:18:23+00:00,"The PiS party in Poland did rage, At the EU withholding funds on their page, ""They've put a knife in our backs,"" They cried out in attack, But the EU just shrugged and turned the page. ChatGPT",anger,0.9779110550880432
2022-12-10 18:29:16+00:00,We ensure that all freelancers in our platform are not defrauded after they have toiled to deliver an amazing job to clients. Check out via now🥰 CROBRA FIFAWorldCup AlchemyOfSouls Messi𓃵 Portugal Qatar2022 ENGFRA MoroccoVsPortugal ChatGPT,anger,0.5712261199951172
2022-12-11 18:10:49+00:00,Wicked!ChatGPT,anger,0.5067631006240845
2022-12-12 02:57:14+00:00,How about this for a gift from ChatGPT: refusing to do assigned work for a student. 🤣,anger,0.5316753387451172
2022-12-12 08:39:29+00:00,Somebody needs to stop me. ChatGPT,anger,0.5320879817008972
2022-12-13 07:23:28+00:00,Looks like my frustration and misery has come to an end with Chat GPT. What are your thoughts about Chat GPT ? Is it hyped or will change the world? chatgpt chatbot chatbotdevelopment AI techinnovation,anger,0.506172776222229
2022-12-14 04:42:26+00:00,Corporations have been forcing customers into miserable chatbot customer support for years. AI takes revenge. ChatGPT,anger,0.5900647044181824
2022-12-15 07:23:15+00:00,The more I play with ChatGPT the more insane it gets. I just put in a business idea and asked to generate a business plan for the same. I did this three times in a row and now I have gotten 5 pages of material for a potential business I don't intend to do :),anger,0.4101856052875519
2022-12-15 08:14:24+00:00,what is this sexist bullshit ChatGPT,anger,0.7321575880050659
2022-12-15 18:48:38+00:00,"ChatGPT is all the rage these days. Terry Tao gives it a spin. ""Tried out ChatGPT today ( ). It gives remarkably reasonable-sounding and relevant-looking responses to specialist queries (such as this one regarding the Riemann…",anger,0.7674300074577332
2022-12-16 00:30:41+00:00,Look even ChatGPT knows that the best superman from our era is HenryCavill... Wtf.... HenryCavillSuperman RestoreTheSnyderVerse,anger,0.4536568522453308
2022-12-16 07:18:35+00:00,Stairs 🙂🙃 Google you okay? or upset with ChatGPT,anger,0.6226152181625366
2022-12-18 19:50:51+00:00,"For legal reasons, this is ChatGPT AI generated content, produced by request by a tool made available by an organization co-founded by the man (), so this should be fine, right?? Please no ban kthx xo",anger,0.5992499589920044
2022-12-19 14:49:32+00:00,"Hark! Today I am releasing an 4 song EP of Christmas songs. I wrote the music, but the lyrics were generated by ChatGPT. I love it and I hate it. Maybe you will too. All proceeds go to supporting our work fighting against the AI dystopia",anger,0.4098865985870361
2022-12-20 16:00:02+00:00,"For example, ChatGPT is called a threat to the Google search engine and is accused of putting copywriters out of work. They also say that ChatGPT does homework for students so well that it will soon have to change the standards of education",anger,0.5169976949691772
2022-12-23 01:44:20+00:00,ChatGPT: Write an imaginary heated debate between a C++ developer and a Rust developer,anger,0.7765170335769653
2022-12-23 13:33:00+00:00,even ChatGPT hates adverbs...,anger,0.5698949694633484
2022-12-24 06:51:41+00:00,Politically Correct AI! Refuses to generate content that promote fossil fuels 🙄 ChatGPT,anger,0.4684697091579437
2022-12-24 14:18:34+00:00,Google is mad that all their employees started using ChatGPT to do Google work 😂,anger,0.7881360650062561
2022-12-27 00:31:01+00:00,"Idk about that OpenAI, feels wrong, even after the given explanation ChatGPT 🤔😁",anger,0.5706549882888794
2022-12-30 18:13:41+00:00,Students are cheating with ChatGPT nlproc nlp voicefirst,anger,0.3808089196681976
2023-01-16 09:07:41+00:00,Wtf is wrong with the team behind development and training of chat gpt?? For you guys making a joke on 'hinduism' is okay? And for other religions it would hurt sentiments of people? ChatGPT OpenAI ELONMUSK,anger,0.6944888830184937
2023-01-18 13:01:14+00:00,"Hope 'perpetually offended' PC brigade don't try to suffocate the true potential of chatGPT and it's creative abilities, or delay launch of gpt4 . Each time you back down they get stronger ArtificialIntelligence",anger,0.8964458703994751
2023-01-23 04:31:06+00:00,Fuck ChatGPT 👎 TheMind 👍,anger,0.9022773504257202
2023-01-27 15:11:04+00:00,Top French University bans Students from using ChatGPT,anger,0.5017392635345459
2023-02-01 13:23:09+00:00,creator says ChatGPT -like AI will destroy 's business in two years,anger,0.4588037431240082
2023-02-05 19:00:01+00:00,"ChatGPT ai are like ""we are screwed!""",anger,0.8833404183387756
2023-02-07 17:11:06+00:00,Check out how I made money online by creating a children’s book using ChatGPT and DALLE-2! Check out my step-by-step guide: ChatGPT makemoneyonline onlinebusiness Passivelncome digitalillustration ChildrensMentalHealthWeek Children book,anger,0.5083784461021423
2023-02-17 08:20:20+00:00,"Dope,I just hate the chat bots you do not have permission to use my likeness in anyway without paying me voice especially. lxnews ChatGPT chatbot Smg LTebo",anger,0.779864490032196
2023-02-18 18:30:00+00:00,"7 problems facing , Bard, and the future of AI search ""The biggest problem for AI chatbots and search engines is bullshit."" ChatGPT Bard ArtificialIntelligence",anger,0.6404690146446228
2023-02-19 23:03:07+00:00,"Having fun with ChatGPT doesn't exclude sharing some professional advice with it… After all, it might run my life soon and I would rather have it considering me as a trustable communication advisor than a vicious disposable useless moron… like the rest of humans.",anger,0.6439144015312195
2023-02-23 02:02:10+00:00,Florida of all places. 😔 is this a joke? Don't tell me you've sold out as well! Even ChatGPT is telling the truth. We're not taking these shots! And you can't make us. What's going on ? This is your state!,anger,0.5268447399139404
2023-02-27 12:58:41+00:00,CONGRATULATION FOR NEW LISTING! ⭐️ 🔥 HONG KONG AIhave listed on This time to buy and hold $HKAI🥳 🚩 🛡Contract: 0x3bAf81B35931013B9F01e5944e278ebbE40292A5 📌Buy now: AI $HKAI Crypto ChatGPT BSC,anger,0.7013260722160339
